Date,Open,High,Low,Close,Adj Close,Volume
2016-05-09,5358.600098,5387.799805,5334.799805,5387.799805,5387.799805,712347500
2016-05-10,5387.799805,5404.100098,5354.200195,5403.899902,5403.899902,929238000
2016-05-11,5403.899902,5483.700195,5403.899902,5434.799805,5434.799805,881252700
2016-05-12,5434.799805,5435.700195,5403.299805,5423.399902,5423.399902,803292600
2016-05-13,5423.399902,5436.799805,5377.899902,5396.299805,5396.299805,781387300
2016-05-16,5396.299805,5434.200195,5387.799805,5420.299805,5420.299805,658255500
2016-05-17,5420.299805,5458.500000,5420.299805,5458.500000,5458.500000,828382700
2016-05-18,5458.500000,5458.500000,5411.700195,5420.500000,5420.500000,877931900
2016-05-19,5420.500000,5433.100098,5367.500000,5385.600098,5385.600098,890588900
2016-05-20,5385.600098,5428.399902,5383.000000,5415.200195,5415.200195,712958000
2016-05-23,5415.200195,5428.500000,5364.100098,5384.899902,5384.899902,678417300
2016-05-24,5384.899902,5388.899902,5361.899902,5361.899902,5361.899902,675865100
2016-05-25,5361.899902,5457.299805,5361.899902,5436.799805,5436.799805,806996800
2016-05-26,5436.799805,5466.200195,5420.100098,5451.899902,5451.899902,776657300
2016-05-27,5451.899902,5489.799805,5451.899902,5469.700195,5469.700195,762260000
2016-05-30,5469.700195,5479.200195,5456.700195,5473.600098,5473.600098,611764500
2016-05-31,5473.600098,5473.600098,5433.399902,5447.799805,5447.799805,1173910200
2016-06-01,5447.799805,5447.799805,5379.799805,5395.200195,5395.200195,749018500
2016-06-02,5395.200195,5400.899902,5346.799805,5354.200195,5354.200195,719466300
2016-06-03,5354.200195,5397.500000,5354.200195,5392.500000,5392.500000,664365100
2016-06-06,5392.500000,5445.200195,5391.600098,5431.000000,5431.000000,715776300
2016-06-07,5430.799805,5461.000000,5430.600098,5441.000000,5441.000000,836802600
2016-06-08,5441.000000,5446.299805,5409.299805,5441.100098,5441.100098,738298800
2016-06-09,5441.100098,5459.600098,5412.600098,5437.399902,5437.399902,778780800
2016-06-10,5437.399902,5437.399902,5374.399902,5391.600098,5391.600098,624932600
2016-06-14,5391.600098,5391.600098,5277.799805,5282.500000,5282.500000,899192400
2016-06-15,5282.500000,5282.500000,5230.399902,5230.399902,5230.399902,843161400
2016-06-16,5230.399902,5282.700195,5226.899902,5231.700195,5231.700195,1029379300
2016-06-17,5231.700195,5261.700195,5231.700195,5248.299805,5248.299805,1307971600
2016-06-20,5248.299805,5335.600098,5248.299805,5335.600098,5335.600098,726872000
2016-06-21,5335.600098,5366.899902,5330.399902,5353.299805,5353.299805,772086100
2016-06-22,5353.299805,5374.799805,5339.399902,5349.500000,5349.500000,680091600
2016-06-23,5349.600098,5369.600098,5347.500000,5358.600098,5358.600098,673266600
2016-06-24,5358.600098,5402.200195,5163.700195,5192.799805,5192.799805,1368870800
2016-06-27,5192.799805,5233.700195,5132.799805,5216.200195,5216.200195,879729500
2016-06-28,5216.200195,5216.200195,5131.899902,5179.700195,5179.700195,975461900
2016-06-29,5179.700195,5232.899902,5179.700195,5221.000000,5221.000000,981446500
2016-06-30,5221.000000,5324.399902,5221.000000,5310.399902,5310.399902,956191200
2016-07-01,5310.399902,5356.500000,5310.399902,5327.000000,5327.000000,809092000
2016-07-04,5327.100098,5365.200195,5303.100098,5365.200195,5365.200195,684032100
2016-07-05,5365.200195,5365.899902,5306.899902,5312.799805,5312.799805,688938600
2016-07-06,5312.799805,5312.799805,5237.799805,5284.700195,5284.700195,821640600
2016-07-07,5284.700195,5329.299805,5284.700195,5311.000000,5311.000000,695534000
2016-07-08,5311.000000,5322.200195,5301.600098,5315.600098,5315.600098,556502300
2016-07-11,5315.600098,5417.500000,5315.600098,5417.500000,5417.500000,669305700
2016-07-12,5417.500000,5469.799805,5417.500000,5433.200195,5433.200195,745823900
2016-07-13,5433.200195,5473.600098,5433.200195,5470.299805,5470.299805,751867100
2016-07-14,5470.299805,5496.799805,5468.200195,5491.799805,5491.799805,662148500
2016-07-15,5491.799805,5531.200195,5491.799805,5510.100098,5510.100098,743550100
2016-07-18,5510.100098,5542.299805,5509.799805,5538.899902,5538.899902,615112400
2016-07-19,5538.899902,5548.200195,5516.799805,5533.899902,5533.899902,765978900
2016-07-20,5533.899902,5565.899902,5519.399902,5565.899902,5565.899902,728359700
2016-07-21,5565.899902,5606.600098,5565.899902,5588.700195,5588.700195,907628600
2016-07-22,5589.000000,5589.100098,5555.100098,5574.299805,5574.299805,658949200
2016-07-25,5574.299805,5623.100098,5574.299805,5607.500000,5607.500000,622182300
2016-07-26,5604.500000,5612.600098,5574.299805,5612.600098,5612.600098,730289000
2016-07-27,5612.600098,5639.799805,5606.299805,5615.000000,5615.000000,660203900
2016-07-28,5615.000000,5643.000000,5614.700195,5636.700195,5636.700195,739123300
2016-07-29,5636.700195,5650.799805,5618.899902,5644.000000,5644.000000,949094900
2016-08-01,5644.000000,5691.799805,5644.000000,5670.100098,5670.100098,615237800
2016-08-02,5670.100098,5673.299805,5621.200195,5622.100098,5622.100098,797619000
2016-08-03,5621.000000,5621.000000,5551.399902,5551.399902,5551.399902,800917900
2016-08-04,5551.399902,5593.899902,5551.399902,5563.399902,5563.399902,708102200
2016-08-05,5563.399902,5599.600098,5563.399902,5585.600098,5585.600098,624805800
2016-08-08,5585.600098,5635.000000,5585.600098,5625.700195,5625.700195,623026500
2016-08-09,5625.700195,5638.700195,5622.399902,5636.700195,5636.700195,692857300
2016-08-10,5636.700195,5636.700195,5598.200195,5628.200195,5628.200195,730321300
2016-08-11,5628.200195,5628.200195,5575.700195,5599.399902,5599.399902,681049200
2016-08-12,5599.399902,5641.500000,5599.399902,5626.299805,5626.299805,784363300
2016-08-15,5626.299805,5638.700195,5607.700195,5633.799805,5633.799805,617531500
2016-08-16,5633.799805,5642.299805,5624.200195,5625.700195,5625.700195,730617200
2016-08-17,5625.700195,5630.799805,5602.399902,5628.100098,5628.100098,777724100
2016-08-18,5628.100098,5639.600098,5596.299805,5607.299805,5607.299805,818886500
2016-08-19,5607.299805,5631.200195,5604.899902,5625.399902,5625.399902,745602000
2016-08-22,5625.399902,5634.600098,5606.200195,5612.299805,5612.299805,745905500
2016-08-23,5612.299805,5666.500000,5612.299805,5647.100098,5647.100098,837467300
2016-08-24,5647.100098,5662.600098,5645.500000,5653.600098,5653.600098,793636600
2016-08-25,5653.600098,5653.600098,5625.700195,5631.399902,5631.399902,866331500
2016-08-26,5631.399902,5633.500000,5603.899902,5607.399902,5607.399902,782849200
2016-08-29,5607.399902,5608.500000,5545.399902,5561.500000,5561.500000,746042200
2016-08-30,5561.500000,5596.000000,5561.500000,5573.500000,5573.500000,827717500
2016-08-31,5573.500000,5573.500000,5510.200195,5529.399902,5529.399902,964801000
2016-09-01,5529.399902,5529.399902,5501.600098,5511.200195,5511.200195,780724200
2016-09-02,5511.200195,5516.100098,5460.899902,5470.600098,5470.600098,900674000
2016-09-05,5470.600098,5525.799805,5470.600098,5524.399902,5524.399902,711823800
2016-09-06,5524.399902,5525.200195,5501.399902,5510.399902,5510.399902,669325700
2016-09-07,5510.399902,5537.100098,5509.100098,5521.100098,5521.100098,945474000
2016-09-08,5521.100098,5521.100098,5457.600098,5484.600098,5484.600098,798503100
2016-09-09,5484.600098,5484.600098,5434.399902,5440.500000,5440.500000,808189800
2016-09-12,5440.500000,5440.500000,5315.000000,5319.100098,5319.100098,846196000
2016-09-13,5319.100098,5375.000000,5309.700195,5310.000000,5310.000000,855455400
2016-09-14,5310.000000,5329.799805,5294.100098,5326.600098,5326.600098,951322400
2016-09-15,5326.600098,5339.200195,5303.399902,5337.100098,5337.100098,922323000
2016-09-16,5337.100098,5403.399902,5337.100098,5396.700195,5396.700195,1484629200
2016-09-19,5396.700195,5400.100098,5374.899902,5393.700195,5393.700195,187922800
2016-09-20,5393.700195,5406.700195,5372.899902,5397.299805,5397.299805,841809100
2016-09-21,5397.299805,5435.200195,5397.299805,5429.399902,5429.399902,794801100
2016-09-22,5429.399902,5482.700195,5429.399902,5466.299805,5466.299805,729218700
2016-09-23,5466.299805,5521.899902,5465.600098,5518.600098,5518.600098,921612100
2016-09-26,5518.600098,5523.399902,5496.399902,5519.100098,5519.100098,616514900
2016-09-27,5519.100098,5519.100098,5462.100098,5493.700195,5493.700195,770277500
2016-09-28,5493.700195,5521.000000,5487.500000,5500.200195,5500.200195,708347000
2016-09-29,5500.200195,5560.700195,5500.200195,5558.200195,5558.200195,773967700
2016-09-30,5558.200195,5558.200195,5506.799805,5525.200195,5525.200195,784103400
2016-10-03,5525.200195,5578.899902,5525.200195,5564.799805,5564.799805,402929600
2016-10-04,5564.799805,5569.899902,5535.299805,5569.899902,5569.899902,697402200
2016-10-05,5569.899902,5569.899902,5525.500000,5537.000000,5537.000000,803770200
2016-10-06,5537.000000,5567.600098,5537.000000,5564.799805,5564.799805,752302200
2016-10-07,5564.799805,5573.899902,5539.500000,5548.500000,5548.500000,772697100
2016-10-10,5548.500000,5574.600098,5548.500000,5555.500000,5555.500000,703684400
2016-10-11,5555.500000,5578.899902,5555.500000,5562.200195,5562.200195,734872400
2016-10-12,5562.200195,5562.200195,5516.600098,5555.200195,5555.200195,752297100
2016-10-13,5555.200195,5555.200195,5505.399902,5518.299805,5518.299805,762614900
2016-10-14,5518.299805,5531.500000,5514.700195,5518.500000,5518.500000,605120300
2016-10-17,5518.500000,5523.299805,5470.899902,5470.899902,5470.899902,722392400
2016-10-18,5470.899902,5498.700195,5468.700195,5492.000000,5492.000000,724246800
2016-10-19,5492.000000,5521.100098,5492.000000,5518.399902,5518.399902,726803400
2016-10-20,5518.399902,5540.200195,5517.100098,5526.200195,5526.200195,756514900
2016-10-21,5526.200195,5530.399902,5496.399902,5513.899902,5513.899902,708369700
2016-10-24,5513.899902,5514.000000,5461.700195,5489.100098,5489.100098,678081300
2016-10-25,5489.100098,5534.899902,5488.500000,5523.299805,5523.299805,678037400
2016-10-26,5523.299805,5523.299805,5424.799805,5442.100098,5442.100098,876065800
2016-10-27,5442.100098,5455.299805,5378.399902,5378.399902,5378.399902,831355100
2016-10-28,5378.399902,5394.899902,5347.299805,5370.899902,5370.899902,803733900
2016-10-31,5370.899902,5412.700195,5364.399902,5402.399902,5402.399902,705189300
2016-11-01,5402.399902,5402.399902,5357.899902,5375.200195,5375.200195,566486900
2016-11-02,5375.200195,5375.200195,5291.200195,5311.000000,5311.000000,842873200
2016-11-03,5311.000000,5320.899902,5283.299805,5306.600098,5306.600098,793579000
2016-11-04,5306.600098,5306.600098,5260.899902,5263.100098,5263.100098,763762900
2016-11-07,5263.100098,5331.600098,5263.100098,5330.899902,5330.899902,672512000
2016-11-08,5330.899902,5364.600098,5330.000000,5342.200195,5342.200195,784539000
2016-11-09,5342.200195,5394.299805,5138.899902,5238.299805,5238.299805,1261264300
2016-11-10,5238.299805,5408.899902,5238.299805,5408.899902,5408.899902,1077906400
2016-11-11,5408.899902,5446.600098,5408.899902,5446.600098,5446.600098,1069780700
2016-11-14,5446.600098,5446.600098,5391.799805,5420.299805,5420.299805,871352600
2016-11-15,5420.299805,5420.299805,5379.600098,5399.799805,5399.799805,872490200
2016-11-16,5399.799805,5419.200195,5392.299805,5399.600098,5399.600098,874564500
2016-11-17,5399.600098,5415.000000,5358.600098,5408.899902,5408.899902,920151900
2016-11-18,5408.899902,5435.299805,5408.899902,5427.500000,5427.500000,815696400
2016-11-21,5427.500000,5430.799805,5404.299805,5419.299805,5419.299805,665138800
2016-11-22,5419.299805,5491.399902,5419.299805,5480.600098,5480.600098,784593900
2016-11-23,5480.600098,5553.899902,5480.600098,5549.899902,5549.899902,791041200
2016-11-24,5549.899902,5568.299805,5537.200195,5549.000000,5549.000000,788950300
2016-11-25,5549.000000,5583.500000,5544.100098,5570.500000,5570.500000,914872200
2016-11-28,5570.500000,5570.500000,5532.600098,5532.600098,5532.600098,617935600
2016-11-29,5532.600098,5549.399902,5520.500000,5520.500000,5520.500000,855079100
2016-11-30,5520.500000,5520.500000,5485.600098,5502.399902,5502.399902,1222486100
2016-12-01,5502.399902,5560.399902,5502.399902,5560.399902,5560.399902,1141787700
2016-12-02,5560.399902,5560.399902,5502.600098,5502.600098,5502.600098,889641100
2016-12-05,5502.600098,5502.600098,5443.500000,5458.000000,5458.000000,755073400
2016-12-06,5458.000000,5507.500000,5458.000000,5486.600098,5486.600098,832166500
2016-12-07,5486.600098,5535.399902,5486.600098,5535.399902,5535.399902,870806200
2016-12-08,5535.399902,5605.500000,5535.399902,5599.000000,5599.000000,780947800
2016-12-09,5599.000000,5620.600098,5595.600098,5615.799805,5615.799805,771998400
2016-12-12,5615.799805,5639.899902,5609.899902,5619.100098,5619.100098,832568600
2016-12-13,5619.100098,5629.600098,5599.600098,5600.700195,5600.700195,851314200
2016-12-14,5600.700195,5650.500000,5600.700195,5639.700195,5639.700195,934095500
2016-12-15,5639.700195,5639.700195,5575.700195,5595.000000,5595.000000,1018780000
2016-12-16,5595.000000,5606.000000,5568.899902,5589.700195,5589.700195,1519075700
2016-12-19,5589.700195,5628.799805,5587.299805,5612.799805,5612.799805,754196800
2016-12-20,5612.799805,5655.000000,5608.399902,5640.000000,5640.000000,807754200
2016-12-21,5640.000000,5676.000000,5640.000000,5662.000000,5662.000000,734675900
2016-12-22,5662.000000,5691.899902,5652.700195,5691.799805,5691.799805,602862200
2016-12-23,5691.799805,5697.100098,5667.299805,5675.100098,5675.100098,491671300
2016-12-28,5675.100098,5739.299805,5675.100098,5732.399902,5732.399902,480062600
2016-12-29,5732.399902,5746.700195,5709.000000,5746.700195,5746.700195,433186100
2016-12-30,5746.700195,5746.700195,5718.299805,5719.100098,5719.100098,360120400
